T,Cp,Field
K,,T
0.84959,2931.2149,5.59978
0.86512,2903.8077,5.59978
0.88064,2877.2023,5.59978
0.89617,2869.924,5.59978
0.91169,2870.9249,5.59978
0.92721,2890.1798,5.59978
0.94274,2929.3707,5.59978
0.95826,2980.2575,5.59978
0.97379,3043.0856,5.59978
0.98931,3092.0792,5.59978
1.00484,3112.5108,5.59978
1.02036,3099.2668,5.59978
1.03589,3053.3079,5.59978
1.05141,2991.3522,5.59978
1.06693,2926.8823,5.59978
1.08246,2867.0742,5.59978
1.09798,2810.6175,5.59978
1.11351,2756.6737,5.59978
1.12903,2703.2404,5.59978
1.14456,2647.7754,5.59978
1.16008,2594.2388,5.59978
1.17561,2541.3639,5.59978
1.19113,2491.8178,5.59978
1.20666,2440.7892,5.59978
1.22218,2390.6424,5.59978
1.2377,2342.2891,5.59978
1.25323,2295.9709,5.59978
1.26875,2253.3029,5.59978
1.28428,2211.1142,5.59978
1.2998,2167.5084,5.59978
1.31533,2126.0109,5.59978
1.33085,2086.4482,5.59978
1.34638,2048.9923,5.59978
1.3619,2013.6401,5.59978
1.37742,1977.7861,5.59978
1.39295,1939.174,5.59978
1.40847,1904.371,5.59978
1.424,1874.5531,5.59978
1.43952,1845.3568,5.59978
1.45505,1813.7838,5.59978
1.47057,1785.8741,5.59978
1.4861,1758.2644,5.59978
1.50162,1727.7629,5.59978
0.49867,3062.2483,5.8
0.51455,3014.2327,5.8
0.53044,2966.8414,5.8
0.54632,2917.1899,5.8
0.56221,2876.1358,5.8
0.57809,2837.7125,5.8
0.59398,2800.3882,5.8
0.60986,2771.9717,5.8
0.62575,2745.2112,5.8
0.64163,2720.6352,5.8
0.65752,2699.0072,5.8
0.6734,2677.2038,5.8
0.68929,2651.4627,5.8
0.70517,2628.5993,5.8
0.72106,2611.2704,5.8
0.73694,2597.0124,5.8
0.75283,2593.9434,5.8
0.76871,2598.128,5.8
0.7846,2603.6551,5.8
0.80048,2608.9794,5.8
0.81637,2611.4452,5.8
0.83225,2610.9621,5.8
0.84814,2601.1509,5.8
0.86402,2586.0751,5.8
0.87991,2574.8297,5.8
0.89579,2578.8972,5.8
0.91168,2590.6945,5.8
0.92756,2633.069,5.8
0.94345,2691.6696,5.8
0.95933,2765.9718,5.8
0.97522,2852.4653,5.8
0.9911,2920.4713,5.8
1.00699,2951.6722,5.8
1.02287,2943.5144,5.8
1.03876,2893.6502,5.8
1.05464,2825.0433,5.8
1.07053,2752.8865,5.8
1.08641,2684.8486,5.8
1.1023,2619.3085,5.8
1.11818,2558.1503,5.8
1.13407,2494.2079,5.8
1.14995,2432.7312,5.8
1.16584,2369.2499,5.8
1.18172,2309.1588,5.8
1.19761,2249.4949,5.8
1.21349,2192.3527,5.8
1.22938,2137.2224,5.8
1.24526,2083.4981,5.8
1.26115,2032.673,5.8
1.27703,1983.2238,5.8
1.29292,1935.1368,5.8
1.3088,1889.6794,5.8
1.32469,1846.4487,5.8
1.34057,1804.4469,5.8
1.35646,1764.0895,5.8
1.37234,1726.7494,5.8
1.38823,1691.3831,5.8
1.40411,1656.8529,5.8
1.42,1623.8897,5.8
1.43588,1589.8456,5.8
1.45177,1556.8451,5.8
1.46765,1526.7003,5.8
1.48354,1498.6191,5.8
1.49942,1471.8498,5.8
1.51531,1444.4991,5.8
1.53119,1418.3988,5.8
0.52165,2253.7041,5.99984
0.5372,2261.3372,5.99984
0.55275,2265.4634,5.99984
0.56829,2268.2877,5.99984
0.58384,2272.2277,5.99984
0.59939,2276.6312,5.99984
0.61494,2280.8482,5.99984
0.63049,2286.333,5.99984
0.64604,2292.5609,5.99984
0.66159,2296.5739,5.99984
0.67713,2297.2987,5.99984
0.69268,2294.2628,5.99984
0.70823,2293.6253,5.99984
0.72378,2295.4787,5.99984
0.73933,2301.0828,5.99984
0.75488,2313.3589,5.99984
0.77043,2333.6222,5.99984
0.78597,2353.7643,5.99984
0.80152,2371.6939,5.99984
0.81707,2384.1701,5.99984
0.83262,2393.0097,5.99984
0.84817,2396.1151,5.99984
0.86372,2390.9633,5.99984
0.87927,2385.9982,5.99984
0.89482,2395.4537,5.99984
0.91036,2424.5527,5.99984
0.92591,2463.0212,5.99984
0.94146,2538.0943,5.99984
0.95701,2633.9639,5.99984
0.97256,2735.7647,5.99984
0.98811,2832.3262,5.99984
1.00366,2890.1978,5.99984
1.0192,2898.8393,5.99984
1.03475,2849.8796,5.99984
1.0503,2779.6988,5.99984
1.06585,2698.3903,5.99984
1.0814,2618.1538,5.99984
1.09695,2543.5211,5.99984
1.1125,2471.4692,5.99984
1.12804,2403.1674,5.99984
1.14359,2328.6497,5.99984
1.15914,2258.291,5.99984
1.17469,2187.0758,5.99984
1.19024,2118.287,5.99984
1.20579,2052.5657,5.99984
1.22134,1990.2745,5.99984
1.23688,1931.9139,5.99984
1.25243,1876.6072,5.99984
1.26798,1822.5102,5.99984
1.28353,1771.7794,5.99984
1.29908,1724.9901,5.99984
1.31463,1678.6068,5.99984
1.33018,1634.3348,5.99984
1.34572,1593.3564,5.99984
1.36127,1553.5945,5.99984
1.37682,1515.0773,5.99984
1.39237,1478.5802,5.99984
1.40792,1445.1021,5.99984
1.42347,1412.6203,5.99984
1.43902,1381.6902,5.99984
1.45456,1351.9444,5.99984
1.47011,1323.4948,5.99984
1.48566,1295.5709,5.99984
1.50121,1269.1462,5.99984
1.51676,1244.3714,5.99984
1.53231,1221.4936,5.99984
0.54876,1913.6772,6.19982
0.56436,1937.4826,6.19982
0.57995,1962.7425,6.19982
0.59555,1989.9034,6.19982
0.61114,2018.3063,6.19982
0.62673,2041.0922,6.19982
0.64233,2059.8696,6.19982
0.65792,2077.5443,6.19982
0.67352,2092.4425,6.19982
0.68911,2104.8119,6.19982
0.7047,2114.7807,6.19982
0.7203,2125.9178,6.19982
0.73589,2141.5608,6.19982
0.75149,2163.2666,6.19982
0.76708,2189.3992,6.19982
0.78268,2217.6812,6.19982
0.79827,2243.3665,6.19982
0.81386,2265.0368,6.19982
0.82946,2282.9544,6.19982
0.84505,2291.7826,6.19982
0.86065,2291.0328,6.19982
0.87624,2289.5312,6.19982
0.89183,2301.4929,6.19982
0.90743,2330.8557,6.19982
0.92302,2373.665,6.19982
0.93862,2460.4198,6.19982
0.95421,2566.9358,6.19982
0.9698,2690.2156,6.19982
0.9854,2813.0043,6.19982
1.00099,2890.8653,6.19982
1.01659,2918.2377,6.19982
1.03218,2871.5038,6.19982
1.04778,2794.0592,6.19982
1.06337,2699.5694,6.19982
1.07896,2605.595,6.19982
1.09456,2514.6191,6.19982
1.11015,2426.4453,6.19982
1.12575,2339.2329,6.19982
1.14134,2252.1969,6.19982
1.15693,2169.3665,6.19982
1.17253,2086.7366,6.19982
1.18812,2009.7893,6.19982
1.20372,1935.2322,6.19982
1.21931,1864.553,6.19982
1.23491,1799.0814,6.19982
1.2505,1736.9808,6.19982
1.26609,1678.5347,6.19982
1.28169,1624.4065,6.19982
1.29728,1574.3999,6.19982
1.31288,1526.0532,6.19982
1.32847,1480.3197,6.19982
1.34406,1437.6227,6.19982
1.35966,1397.5099,6.19982
1.37525,1359.506,6.19982
1.39085,1322.5133,6.19982
1.40644,1287.6385,6.19982
1.42204,1254.7153,6.19982
1.43763,1223.9776,6.19982
1.45322,1194.9441,6.19982
1.46882,1166.8344,6.19982
1.48441,1140.1883,6.19982
1.50001,1114.7427,6.19982
1.5156,1090.2426,6.19982
1.53119,1066.6793,6.19982
1.54679,1044.1096,6.19982
1.56238,1022.7007,6.19982
0.56001,1804.2192,6.39979
0.57599,1834.7731,6.39979
0.59197,1867.7784,6.39979
0.60795,1902.6064,6.39979
0.62392,1940.7655,6.39979
0.6399,1973.0172,6.39979
0.65588,1997.1011,6.39979
0.67186,2018.0594,6.39979
0.68784,2035.3988,6.39979
0.70382,2050.3289,6.39979
0.7198,2066.4269,6.39979
0.73578,2086.6356,6.39979
0.75176,2113.4259,6.39979
0.76774,2145.8603,6.39979
0.78372,2180.4939,6.39979
0.7997,2213.1194,6.39979
0.81568,2235.9794,6.39979
0.83166,2252.169,6.39979
0.84764,2262.0406,6.39979
0.86361,2262.0873,6.39979
0.87959,2262.2394,6.39979
0.89557,2271.1447,6.39979
0.91155,2317.1761,6.39979
0.92753,2377.8347,6.39979
0.94351,2484.074,6.39979
0.95949,2624.6652,6.39979
0.97547,2773.9208,6.39979
0.99145,2916.1102,6.39979
1.00743,2988.0121,6.39979
1.02341,2975.9344,6.39979
1.03939,2889.997,6.39979
1.05537,2784.2594,6.39979
1.07135,2668.5272,6.39979
1.08733,2558.3052,6.39979
1.1033,2451.9176,6.39979
1.11928,2344.6131,6.39979
1.13526,2237.9573,6.39979
1.15124,2135.1195,6.39979
1.16722,2033.2212,6.39979
1.1832,1940.6001,6.39979
1.19918,1853.2634,6.39979
1.21516,1773.2857,6.39979
1.23114,1700.528,6.39979
1.24712,1631.8183,6.39979
1.2631,1566.8262,6.39979
1.27908,1507.347,6.39979
1.29506,1453.2915,6.39979
1.31104,1402.0453,6.39979
1.32702,1353.0728,6.39979
1.34299,1307.6274,6.39979
1.35897,1265.9647,6.39979
1.37495,1227.2571,6.39979
1.39093,1189.8981,6.39979
1.40691,1155.388,6.39979
1.42289,1122.5314,6.39979
1.43887,1091.1619,6.39979
1.45485,1062.3899,6.39979
1.47083,1034.9636,6.39979
1.48681,1008.171,6.39979
1.50279,982.42101,6.39979
1.51877,958.58435,6.39979
1.53475,936.45307,6.39979
1.55073,914.57681,6.39979
1.56671,894.32563,6.39979
1.58268,875.11635,6.39979
1.59866,856.50675,6.39979
0.55989,1789.9581,6.59975
0.57644,1822.7655,6.59975
0.593,1859.7275,6.59975
0.60956,1899.293,6.59975
0.62612,1942.8461,6.59975
0.64268,1975.7157,6.59975
0.65924,2001.3531,6.59975
0.67579,2023.1843,6.59975
0.69235,2039.9419,6.59975
0.70891,2054.3071,6.59975
0.72547,2071.2579,6.59975
0.74203,2095.3555,6.59975
0.75858,2128.1141,6.59975
0.77514,2167.1525,6.59975
0.7917,2206.7139,6.59975
0.80826,2237.9537,6.59975
0.82482,2258.8082,6.59975
0.84137,2273.142,6.59975
0.85793,2273.609,6.59975
0.87449,2268.5489,6.59975
0.89105,2270.4567,6.59975
0.90761,2312.1828,6.59975
0.92417,2371.7294,6.59975
0.94072,2490.2684,6.59975
0.95728,2651.3655,6.59975
0.97384,2832.819,6.59975
0.9904,3019.6986,6.59975
1.00696,3104.4517,6.59975
1.02351,3085.4036,6.59975
1.04007,2971.7918,6.59975
1.05663,2834.1422,6.59975
1.07319,2697.2015,6.59975
1.08975,2561.8646,6.59975
1.10631,2434.854,6.59975
1.12286,2300.7258,6.59975
1.13942,2175.8942,6.59975
1.15598,2047.9245,6.59975
1.17254,1933.5746,6.59975
1.1891,1827.0003,6.59975
1.20565,1729.1913,6.59975
1.22221,1641.8147,6.59975
1.23877,1563.1435,6.59975
1.25533,1489.5814,6.59975
1.27189,1422.9604,6.59975
1.28844,1362.8487,6.59975
1.305,1307.2155,6.59975
1.32156,1255.5462,6.59975
1.33812,1207.8537,6.59975
1.35468,1163.7537,6.59975
1.37124,1123.526,6.59975
1.38779,1085.9766,6.59975
1.40435,1050.0187,6.59975
1.42091,1016.3787,6.59975
1.43747,984.97309,6.59975
1.45403,955.81668,6.59975
1.47058,928.43826,6.59975
1.48714,902.81335,6.59975
1.5037,877.85879,6.59975
1.52026,853.66319,6.59975
1.53682,830.98418,6.59975
1.55337,809.71303,6.59975
1.56993,789.89741,6.59975
1.58649,771.15618,6.59975
1.60305,753.3558,6.59975
1.61961,736.36843,6.59975
1.63617,719.53885,6.59975
0.55927,1785.3139,6.7998
0.57659,1822.1318,6.7998
0.5939,1862.6028,6.7998
0.61122,1907.1802,6.7998
0.62854,1956.7955,6.7998
0.64585,1987.5026,6.7998
0.66317,2014.0798,6.7998
0.68049,2034.9336,6.7998
0.6978,2050.8336,6.7998
0.71512,2064.8484,6.7998
0.73244,2084.3507,6.7998
0.74975,2113.7653,6.7998
0.76707,2156.0364,6.7998
0.78439,2202.5373,6.7998
0.8017,2243.4011,6.7998
0.81902,2270.1665,6.7998
0.83634,2289.2339,6.7998
0.85366,2289.2238,6.7998
0.87097,2278.0972,6.7998
0.88829,2275.8913,6.7998
0.90561,2312.2865,6.7998
0.92292,2370.065,6.7998
0.94024,2512.9926,6.7998
0.95756,2697.6724,6.7998
0.97487,2922.1601,6.7998
0.99219,3131.5054,6.7998
1.00951,3237.6839,6.7998
1.02682,3175.7132,6.7998
1.04414,3029.1965,6.7998
1.06146,2856.4546,6.7998
1.07877,2688.8961,6.7998
1.09609,2529.5916,6.7998
1.11341,2361.7661,6.7998
1.13072,2207.0342,6.7998
1.14804,2047.6462,6.7998
1.16536,1909.2179,6.7998
1.18267,1784.1654,6.7998
1.19999,1669.0124,6.7998
1.21731,1569.4688,6.7998
1.23462,1480.9407,6.7998
1.25194,1400.1899,6.7998
1.26926,1328.386,6.7998
1.28658,1264.6717,6.7998
1.30389,1207.4589,6.7998
1.32121,1153.7136,6.7998
1.33853,1104.239,6.7998
1.35584,1058.7759,6.7998
1.37316,1017.5859,6.7998
1.39048,979.52338,6.7998
1.40779,943.92425,6.7998
1.42511,910.76272,6.7998
1.44243,879.82927,6.7998
1.45974,851.23306,6.7998
1.47706,824.41281,6.7998
1.49438,799.59869,6.7998
1.51169,776.23063,6.7998
1.52901,753.72357,6.7998
1.54633,732.23429,6.7998
1.56364,711.94727,6.7998
1.58096,691.99526,6.7998
1.59828,673.18036,6.7998
1.61559,655.70548,6.7998
1.63291,638.87707,6.7998
1.65023,622.84415,6.7998
1.66755,608.10823,6.7998
1.68486,593.9469,6.7998
0.56264,1740.2197,6.99978
0.5805,1780.7673,6.99978
0.59837,1826.7965,6.99978
0.61623,1877.3818,6.99978
0.63409,1932.2912,6.99978
0.65196,1965.2195,6.99978
0.66982,1992.8719,6.99978
0.68769,2013.9044,6.99978
0.70555,2029.628,6.99978
0.72342,2046.7532,6.99978
0.74128,2073.8969,6.99978
0.75915,2115.9538,6.99978
0.77701,2167.6285,6.99978
0.79488,2219.7769,6.99978
0.81274,2254.6074,6.99978
0.8306,2278.8409,6.99978
0.84847,2285.9053,6.99978
0.86633,2270.1135,6.99978
0.8842,2257.2929,6.99978
0.90206,2289.6556,6.99978
0.91993,2346.2678,6.99978
0.93779,2490.8223,6.99978
0.95566,2698.4628,6.99978
0.97352,2966.3648,6.99978
0.99138,3216.5459,6.99978
1.00925,3347.8479,6.99978
1.02711,3265.6373,6.99978
1.04498,3087.5975,6.99978
1.06284,2892.328,6.99978
1.08071,2695.6476,6.99978
1.09857,2501.5635,6.99978
1.11644,2312.092,6.99978
1.1343,2117.6321,6.99978
1.15216,1942.0652,6.99978
1.17003,1787.9125,6.99978
1.18789,1650.773,6.99978
1.20576,1535.1164,6.99978
1.22362,1434.4039,6.99978
1.24149,1345.1557,6.99978
1.25935,1265.9043,6.99978
1.27722,1195.0505,6.99978
1.29508,1132.3344,6.99978
1.31294,1074.572,6.99978
1.33081,1024.3118,6.99978
1.34867,978.53132,6.99978
1.36654,937.23399,6.99978
1.3844,898.82658,6.99978
1.40227,862.45164,6.99978
1.42013,828.74961,6.99978
1.438,797.81969,6.99978
1.45586,769.59774,6.99978
1.47373,743.46596,6.99978
1.49159,719.0577,6.99978
1.50945,696.08148,6.99978
1.52732,673.95866,6.99978
1.54518,652.72401,6.99978
1.56305,633.22298,6.99978
1.58091,614.80663,6.99978
1.59878,597.60265,6.99978
1.61664,581.16792,6.99978
1.63451,565.44335,6.99978
1.65237,550.0948,6.99978
1.67023,535.27921,6.99978
1.6881,521.91934,6.99978
1.70596,509.2059,6.99978
1.72383,497.20003,6.99978
0.58374,1669.8791,7.19983
0.60226,1712.838,7.19983
0.62078,1761.1131,7.19983
0.6393,1815.2615,7.19983
0.65781,1870.2453,7.19983
0.67633,1903.6559,7.19983
0.69485,1932.1084,7.19983
0.71337,1957.5182,7.19983
0.73189,1985.8535,7.19983
0.75041,2025.013,7.19983
0.76893,2075.0653,7.19983
0.78745,2128.2381,7.19983
0.80597,2177.7125,7.19983
0.82449,2219.7423,7.19983
0.84301,2227.241,7.19983
0.86153,2222.6539,7.19983
0.88005,2223.9034,7.19983
0.89857,2243.7747,7.19983
0.91709,2306.7108,7.19983
0.93561,2442.339,7.19983
0.95413,2639.7383,7.19983
0.97265,2914.5214,7.19983
0.99117,3165.4899,7.19983
1.00969,3296.3945,7.19983
1.02821,3232.8146,7.19983
1.04672,3046.7496,7.19983
1.06524,2844.26,7.19983
1.08376,2642.8937,7.19983
1.10228,2446.4972,7.19983
1.1208,2245.484,7.19983
1.13932,2057.7222,7.19983
1.15784,1883.5366,7.19983
1.17636,1735.7435,7.19983
1.19488,1599.8032,7.19983
1.2134,1484.6707,7.19983
1.23192,1385.6345,7.19983
1.25044,1299.0535,7.19983
1.26896,1222.2691,7.19983
1.28748,1154.2577,7.19983
1.306,1093.5157,7.19983
1.32452,1038.4177,7.19983
1.34304,989.44379,7.19983
1.36156,944.79068,7.19983
1.38008,904.86506,7.19983
1.3986,867.96716,7.19983
1.41711,833.88513,7.19983
1.43563,802.0103,7.19983
1.45415,772.68056,7.19983
1.47267,745.25516,7.19983
1.49119,719.63013,7.19983
1.50971,695.44257,7.19983
1.52823,672.42624,7.19983
1.54675,650.87044,7.19983
1.56527,630.88202,7.19983
1.58379,612.01994,7.19983
1.60231,594.1912,7.19983
1.62083,577.09561,7.19983
1.63935,560.63453,7.19983
1.65787,544.84065,7.19983
1.67639,529.66879,7.19983
1.69491,515.65863,7.19983
1.71343,502.50126,7.19983
1.73195,489.70838,7.19983
1.75047,477.3694,7.19983
1.76899,465.48263,7.19983
1.7875,454.03517,7.19983
0.60958,1559.2913,7.39994
0.62967,1612.4021,7.39994
0.64975,1670.2427,7.39994
0.66984,1727.0216,7.39994
0.68993,1778.9072,7.39994
0.71002,1813.9569,7.39994
0.7301,1854.1057,7.39994
0.75019,1907.9429,7.39994
0.77028,1964.4365,7.39994
0.79036,2023.1856,7.39994
0.81045,2077.5211,7.39994
0.83054,2108.2713,7.39994
0.85063,2128.2268,7.39994
0.87071,2140.6365,7.39994
0.8908,2158.9545,7.39994
0.91089,2207.9324,7.39994
0.93098,2335.3365,7.39994
0.95106,2524.6971,7.39994
0.97115,2806.8737,7.39994
0.99124,3075.1431,7.39994
1.01133,3219.4166,7.39994
1.03141,3130.8997,7.39994
1.0515,2932.509,7.39994
1.07159,2723.0725,7.39994
1.09167,2511.7991,7.39994
1.11176,2309.6263,7.39994
1.13185,2095.952,7.39994
1.15194,1912.2678,7.39994
1.17202,1741.948,7.39994
1.19211,1599.4101,7.39994
1.2122,1475.8807,7.39994
1.23229,1368.144,7.39994
1.25237,1276.4954,7.39994
1.27246,1197.1138,7.39994
1.29255,1125.8912,7.39994
1.31263,1063.4759,7.39994
1.33272,1007.8272,7.39994
1.35281,957.73338,7.39994
1.3729,911.91148,7.39994
1.39298,870.42792,7.39994
1.41307,832.5566,7.39994
1.43316,798.28855,7.39994
1.45325,766.80499,7.39994
1.47333,737.61161,7.39994
1.49342,710.38711,7.39994
1.51351,684.4242,7.39994
1.53359,660.1702,7.39994
1.55368,637.44865,7.39994
1.57377,616.22484,7.39994
1.59386,596.3042,7.39994
1.61394,578.24858,7.39994
1.63403,561.06281,7.39994
1.65412,544.57452,7.39994
1.67421,528.71892,7.39994
1.69429,513.24314,7.39994
1.71438,498.45161,7.39994
1.73447,484.31666,7.39994
1.75455,470.77739,7.39994
1.77464,458.17809,7.39994
1.79473,446.24229,7.39994
1.81482,434.81383,7.39994
1.8349,423.82732,7.39994
1.85499,413.18753,7.39994
1.87508,402.88212,7.39994
1.89517,392.78961,7.39994
1.91525,382.96132,7.39994
0.63558,1426.261,7.5998
0.65388,1478.0524,7.5998
0.67217,1529.6207,7.5998
0.69047,1579.6754,7.5998
0.70877,1629.9472,7.5998
0.72707,1675.4061,7.5998
0.74536,1721.2043,7.5998
0.76366,1777.7747,7.5998
0.78196,1841.8842,7.5998
0.80026,1892.1396,7.5998
0.81856,1937.6488,7.5998
0.83685,1976.3713,7.5998
0.85515,1994.642,7.5998
0.87345,2008.053,7.5998
0.89175,2031.4616,7.5998
0.91004,2093.085,7.5998
0.92834,2189.4904,7.5998
0.94664,2360.9738,7.5998
0.96494,2589.8666,7.5998
0.98323,2837.0409,7.5998
1.00153,3043.46,7.5998
1.01983,3073.9839,7.5998
1.03813,2949.178,7.5998
1.05642,2778.7415,7.5998
1.07472,2599.2108,7.5998
1.09302,2426.4266,7.5998
1.11132,2237.3775,7.5998
1.12961,2065.4286,7.5998
1.14791,1891.2577,7.5998
1.16621,1740.3362,7.5998
1.18451,1608.9232,7.5998
1.20281,1491.6475,7.5998
1.2211,1391.2586,7.5998
1.2394,1303.9326,7.5998
1.2577,1225.5142,7.5998
1.276,1155.7052,7.5998
1.29429,1095.1686,7.5998
1.31259,1040.5547,7.5998
1.33089,991.24418,7.5998
1.34919,945.64706,7.5998
1.36748,904.26921,7.5998
1.38578,866.16875,7.5998
1.40408,831.95304,7.5998
1.42238,800.35503,7.5998
1.44067,771.25105,7.5998
1.45897,743.44619,7.5998
1.47727,717.51013,7.5998
1.49557,693.27011,7.5998
1.51386,670.53331,7.5998
1.53216,649.23644,7.5998
1.55046,629.20007,7.5998
1.56876,610.67027,7.5998
1.58706,593.02402,7.5998
1.60535,575.8632,7.5998
1.62365,559.2593,7.5998
1.64195,543.57603,7.5998
1.66025,528.60395,7.5998
1.67854,514.87815,7.5998
1.69684,501.85652,7.5998
1.71514,489.22868,7.5998
1.73344,477.03426,7.5998
1.75173,465.17718,7.5998
1.77003,453.69627,7.5998
1.78833,442.75925,7.5998
1.80663,432.25542,7.5998
1.82492,422.47982,7.5998
0.66673,1303.6197,7.79991
0.68466,1349.1978,7.79991
0.70258,1395.106,7.79991
0.7205,1444.8738,7.79991
0.73842,1503.6245,7.79991
0.75634,1569.4386,7.79991
0.77426,1620.0804,7.79991
0.79219,1674.5021,7.79991
0.81011,1728.1337,7.79991
0.82803,1773.6067,7.79991
0.84595,1804.9499,7.79991
0.86387,1832.1327,7.79991
0.8818,1864.751,7.79991
0.89972,1913.7554,7.79991
0.91764,1982.7672,7.79991
0.93556,2107.0987,7.79991
0.95348,2284.4561,7.79991
0.9714,2501.0394,7.79991
0.98933,2738.5006,7.79991
1.00725,2870.6868,7.79991
1.02517,2875.9402,7.79991
1.04309,2754.3472,7.79991
1.06101,2606.0797,7.79991
1.07893,2441.291,7.79991
1.09686,2276.1695,7.79991
1.11478,2108.2456,7.79991
1.1327,1946.613,7.79991
1.15062,1790.4907,7.79991
1.16854,1656.5187,7.79991
1.18646,1533.0042,7.79991
1.20439,1426.8008,7.79991
1.22231,1334.7057,7.79991
1.24023,1253.9369,7.79991
1.25815,1180.3555,7.79991
1.27607,1116.8565,7.79991
1.294,1059.8512,7.79991
1.31192,1008.0766,7.79991
1.32984,960.55866,7.79991
1.34776,918.00339,7.79991
1.36568,879.4224,7.79991
1.3836,843.85232,7.79991
1.40153,810.98544,7.79991
1.41945,780.63229,7.79991
1.43737,753.51223,7.79991
1.45529,727.48879,7.79991
1.47321,702.56278,7.79991
1.49113,679.04137,7.79991
1.50906,657.284,7.79991
1.52698,637.02921,7.79991
1.5449,617.82055,7.79991
1.56282,599.57878,7.79991
1.58074,582.22253,7.79991
1.59866,566.35568,7.79991
1.61659,550.7478,7.79991
1.63451,535.70291,7.79991
1.65243,521.28206,7.79991
1.67035,507.52577,7.79991
1.68827,494.43362,7.79991
1.7062,481.87253,7.79991
1.72412,469.92557,7.79991
1.74204,458.41323,7.79991
1.75996,447.1249,7.79991
1.77788,436.22487,7.79991
1.7958,426.00524,7.79991
1.81373,416.18668,7.79991
1.83165,406.57407,7.79991
0.70357,1190.8258,7.99975
0.72132,1230.8732,7.99975
0.73906,1277.1265,7.99975
0.7568,1333.2638,7.99975
0.77454,1398.8048,7.99975
0.79228,1470.7956,7.99975
0.81002,1523.9583,7.99975
0.82777,1570.4531,7.99975
0.84551,1611.27,7.99975
0.86325,1651.0025,7.99975
0.88099,1693.4149,7.99975
0.89873,1743.6149,7.99975
0.91647,1817.5198,7.99975
0.93421,1932.7525,7.99975
0.95196,2089.4516,7.99975
0.9697,2280.9971,7.99975
0.98744,2481.8551,7.99975
1.00518,2644.6802,7.99975
1.02292,2664.6641,7.99975
1.04066,2587.1716,7.99975
1.05841,2465.8703,7.99975
1.07615,2321.1838,7.99975
1.09389,2167.325,7.99975
1.11163,2019.778,7.99975
1.12937,1866.9793,7.99975
1.14711,1725.0919,7.99975
1.16486,1600.4526,7.99975
1.1826,1482.7733,7.99975
1.20034,1381.3988,7.99975
1.21808,1292.917,7.99975
1.23582,1215.0259,7.99975
1.25356,1143.9916,7.99975
1.27131,1082.9827,7.99975
1.28905,1027.8597,7.99975
1.30679,978.84159,7.99975
1.32453,933.95183,7.99975
1.34227,892.69644,7.99975
1.36001,855.10005,7.99975
1.37776,820.35834,7.99975
1.3955,788.5709,7.99975
1.41324,758.95274,7.99975
1.43098,731.93709,7.99975
1.44872,706.85729,7.99975
1.46646,683.08061,7.99975
1.48421,660.6442,7.99975
1.50195,639.4611,7.99975
1.51969,619.7713,7.99975
1.53743,601.38526,7.99975
1.55517,583.89895,7.99975
1.57291,567.31121,7.99975
1.59066,551.48691,7.99975
1.6084,536.54598,7.99975
1.62614,522.12612,7.99975
1.64388,508.20664,7.99975
1.66162,494.85669,7.99975
1.67936,482.04138,7.99975
1.69711,469.92031,7.99975
1.71485,458.53171,7.99975
1.73259,447.54304,7.99975
1.75033,436.82803,7.99975
1.76807,426.46815,7.99975
1.78581,416.54203,7.99975
1.80355,407.0078,7.99975
1.8213,397.72352,7.99975
1.83904,388.56157,7.99975
1.85678,379.67298,7.99975
0.73961,1086.7778,8.19976
0.75671,1130.4337,8.19976
0.77381,1179.0554,8.19976
0.79091,1233.3852,8.19976
0.80801,1289.7669,8.19976
0.82511,1347.8416,8.19976
0.84221,1401.8746,8.19976
0.85932,1444.045,8.19976
0.87642,1490.3515,8.19976
0.89352,1543.9455,8.19976
0.91062,1615.314,8.19976
0.92772,1706.2687,8.19976
0.94482,1831.2962,8.19976
0.96192,1980.4182,8.19976
0.97902,2156.1281,8.19976
0.99612,2331.6924,8.19976
1.01322,2413.2556,8.19976
1.03032,2421.5326,8.19976
1.04742,2338.3613,8.19976
1.06452,2236.2771,8.19976
1.08162,2102.7729,8.19976
1.09872,1976.8222,8.19976
1.11582,1841.7661,8.19976
1.13292,1713.7111,8.19976
1.15002,1597.6799,8.19976
1.16712,1482.9401,8.19976
1.18422,1382.3199,8.19976
1.20132,1294.4966,8.19976
1.21842,1216.8266,8.19976
1.23552,1145.132,8.19976
1.25262,1082.9706,8.19976
1.26972,1026.9553,8.19976
1.28682,977.04907,8.19976
1.30392,932.09419,8.19976
1.32102,890.25574,8.19976
1.33812,852.8273,8.19976
1.35522,818.23763,8.19976
1.37232,786.40298,8.19976
1.38942,757.32619,8.19976
1.40652,730.13812,8.19976
1.42362,704.99446,8.19976
1.44072,681.19504,8.19976
1.45782,658.75364,8.19976
1.47492,637.90938,8.19976
1.49203,618.28455,8.19976
1.50913,599.67444,8.19976
1.52623,582.27417,8.19976
1.54333,565.72702,8.19976
1.56043,549.97414,8.19976
1.57753,535.20398,8.19976
1.59463,521.06586,8.19976
1.61173,507.39564,8.19976
1.62883,494.50245,8.19976
1.64593,482.11251,8.19976
1.66303,470.14408,8.19976
1.68013,458.56399,8.19976
1.69723,447.40591,8.19976
1.71433,436.66129,8.19976
1.73143,426.29507,8.19976
1.74853,416.27676,8.19976
1.76563,406.78086,8.19976
1.78273,397.58784,8.19976
