Temperature (K)	HCTotal (uJ/K)	HCSample (µJ/K)	Field (Oe)
1,3645946	30,083642	30,033757	9999,795
1,386514	28,531288	28,480318	9999,795
1,4092463	27,328743	27,276591	9999,795
1,4324983	26,374155	26,320733	9999,795
1,456208	25,536981	25,482199	9999,795
1,4803501	24,773055	24,716823	9999,795
1,5047609	24,045072	23,987306	9999,795
1,5294294	23,358438	23,299053	9999,795
1,5542407	22,734062	22,672976	9999,795
1,5792343	22,207623	22,144753	9999,795
1,6042998	21,742484	21,677752	9999,795
1,6294417	21,219326	21,152653	9999,795
1,654524	20,776028	20,707345	9999,795
1,6795944	20,299492	20,228729	9999,795
1,704449	19,991683	19,918785	9999,795
1,7293638	19,556176	19,481067	9999,795
1,7541501	19,171749	19,094371	9999,795
1,7786226	18,800146	18,720459	9999,795
1,8029637	18,461033	18,378982	9999,795
1,8270307	18,088869	18,004414	9999,795
1,8509277	17,914342	17,827436	9999,795
1,8744627	17,557588	17,468204	9999,795
1,8976431	17,23992	17,148036	9999,795
1,9204918	17,015296	16,920889	9999,795
1,9429158	16,80149	16,70455	9999,795
1,9649301	16,573127	16,473644	9999,795
1,9866406	16,365394	16,263353	9999,795
2,0078328	16,076717	15,972127	9999,795
2,0285419	15,859144	15,752016	9999,795
2,0487741	15,710712	15,601058	9999,795
2,068684	15,485833	15,37365	9999,795
2,0881095	15,285339	15,170646	9999,795
2,1068477	15,173756	15,056603	9999,795
2,1250356	15,041968	14,922391	9999,795
2,1428924	14,848056	14,726064	9999,795
2,1603037	14,712328	14,587947	9999,795
2,1770384	14,507568	14,380861	9999,795
2,1933384	14,210244	14,081241	9999,795
2,2093015	14,036317	13,905038	9999,795
2,2248068	13,931069	13,797554	9999,795
2,2396335	13,82923	13,693551	9999,795
2,2539347	13,753019	13,615232	9999,795
2,2678037	13,709186	13,569333	9999,795
2,2810851	13,621392	13,47954	9999,795
2,293968	13,385488	13,241681	9999,795
2,3065299	12,979342	12,833611	9999,795
2,3186833	12,726619	12,57901	9999,795
2,3303913	12,597293	12,447861	9999,795
2,3415818	12,592508	12,441319	9999,795
2,3524549	12,600043	12,447134	9999,795
2,362765	12,627886	12,473335	9999,795
2,3725935	12,36681	12,210683	9999,795
2,3819628	12,235269	12,077631	9999,795
2,3911351	11,91186	11,752732	9999,795
2,3999965	11,747029	11,586455	9999,795
2,408366	11,603351	11,441403	9999,795
2,4164402	11,556431	11,39315	9999,795
2,4241635	11,3328	11,168238	9999,795
2,4317757	11,119511	10,95368	9999,795
2,4387831	10,957	10,789995	9999,795
2,4454271	10,903428	10,735306	9999,795
2,4520134	10,647064	10,47783	9999,795
2,4582534	10,580804	10,410512	9999,795
2,4641888	10,393294	10,221992	9999,795
2,4696849	10,069326	9,897085	9999,795
2,4751291	9,8310993	9,6579257	9999,795
2,4804135	9,7731759	9,5990939	9999,795
2,485256	9,4874071	9,3124902	9999,795
2,4898608	9,4617797	9,2860665	9999,795
2,4942732	9,2151239	9,0386456	9999,795
2,498577	8,9834506	8,8062241	9999,795
2,5025271	8,8125303	8,6346154	9999,795
2,5063896	8,2874306	8,108841	9999,795
2,5099759	8,1043066	7,9250891	9999,795
2,5135169	7,9384563	7,7586176	9999,795
2,5169453	7,4265895	7,2461481	9999,795
2,5200603	7,1065293	6,9255392	9999,795
2,523169	6,8349062	6,6533676	9999,795
2,5258368	6,7294248	6,5474147	9999,795
2,5286016	6,5398126	6,3573129	9999,795
2,5313946	5,7225578	5,5395628	9999,795
2,5338496	5,0514397	4,8680088	9999,795
2,536357	4,4935225	4,3096456	9999,795
2,5385369	4,1900015	4,0057363	9999,795
2,5408347	4,0921944	3,9075195	9999,795
2,5429627	3,7629575	3,5779025	9999,795
2,5448229	2,9767	2,7913125	9999,795
2,5467661	2,2527845	2,0670492	9999,795
2,5484866	1,6434772	1,4574337	9999,795
2,5502583	1,1271596	0,94079834	9999,795
2,5518184	0,5878861	0,40124482	9999,795
2,5534563	-0,17643886	-0,36337442	9999,795
2,5548007	-0,91508026	-1,1022576	9999,795
2,5560719	-1,5618017	-1,7492078	9999,795
2,5573177	-2,3107892	-2,4984197	9999,795
0,74587683	17,035139	16,9939	11999,694
0,79270029	19,153507	19,113051	11999,694
0,83391664	21,157057	21,1171	11999,694
0,87084351	23,155955	23,116291	11999,694
0,90425409	25,152494	25,112971	11999,694
0,93471952	27,210408	27,17091	11999,694
0,96253266	29,400807	29,361244	11999,694
0,98783268	31,955727	31,916033	11999,694
1,0107583	35,037437	34,997564	11999,694
1,0319199	38,046334	38,006247	11999,694
1,0518305	40,086296	40,045962	11999,694
1,0708234	40,751076	40,710466	11999,694
1,0892603	40,219837	40,178922	11999,694
1,1075464	39,386703	39,345448	11999,694
1,126034	39,068214	39,026579	11999,694
1,1444696	39,203401	39,16135	11999,694
1,1626776	39,419754	39,377255	11999,694
1,1805681	39,81173	39,768754	11999,694
1,198131	40,267684	40,224207	11999,694
1,2153471	40,829672	40,78567	11999,694
1,232073	41,557926	41,513382	11999,694
1,2483306	42,539877	42,494777	11999,694
1,2639924	43,804406	43,758742	11999,694
1,2792069	45,075272	45,029034	11999,694
1,2947394	44,036628	43,989778	11999,694
1,3109261	40,850773	40,803255	11999,694
1,3280716	36,873598	36,825342	11999,694
1,3463866	33,138097	33,089015	11999,694
1,366098	30,425383	30,375371	11999,694
1,3872346	28,903265	28,852206	11999,694
1,4091454	27,727565	27,675368	11999,694
1,4316028	26,745131	26,691709	11999,694
1,4545345	25,855144	25,800414	11999,694
1,4777601	25,101918	25,045801	11999,694
1,5012907	24,400138	24,342554	11999,694
1,5251037	23,731483	23,672348	11999,694
1,5490711	23,128326	23,067565	11999,694
1,5731756	22,579247	22,516783	11999,694
1,5973883	21,994417	21,930176	11999,694
1,6217068	21,500161	21,434066	11999,694
1,6460415	21,034997	20,966979	11999,694
1,6703145	20,580112	20,510108	11999,694
1,6945102	20,205715	20,133664	11999,694
1,7185865	19,887736	19,813582	11999,694
1,7425185	19,517684	19,441375	11999,694
1,7663399	19,120294	19,041773	11999,694
1,789973	18,726069	18,645292	11999,694
1,8134265	18,328166	18,245088	11999,694
1,8365847	18,059773	17,974361	11999,694
1,8595492	17,804803	17,717017	11999,694
1,8821975	17,550638	17,460453	11999,694
1,9045217	17,251178	17,158573	11999,694
1,9265252	16,94297	16,847925	11999,694
1,9481501	16,621697	16,524202	11999,694
1,96947	16,416094	16,316132	11999,694
1,9903415	16,219535	16,117109	11999,694
2,0107576	16,072007	15,967126	11999,694
2,0307475	15,872579	15,765248	11999,694
2,0503006	15,636522	15,526753	11999,694
2,0693496	15,42803	15,315845	11999,694
2,0879693	15,224627	15,110043	11999,694
2,1061978	14,988042	14,871072	11999,694
2,1240653	14,759896	14,640553	11999,694
2,1412514	14,672824	14,551166	11999,694
2,1580555	14,455318	14,331364	11999,694
2,1744287	14,294822	14,168603	11999,694
2,1902785	14,189745	14,061306	11999,694
2,2055541	14,073059	13,942453	11999,694
2,220397	13,775568	13,642834	11999,694
2,2348153	13,769083	13,634258	11999,694
2,248529	13,74766	13,610827	11999,694
2,2618011	13,637585	13,498788	11999,694
2,2746412	13,527202	13,386489	11999,694
2,2870915	13,385027	13,242438	11999,694
2,2989648	13,091489	12,947097	11999,694
2,3105171	12,873559	12,727397	11999,694
2,3218419	12,674873	12,526962	11999,694
2,3326573	12,544548	12,394954	11999,694
2,3430718	12,435195	12,283969	11999,694
2,3530716	12,288028	12,135225	11999,694
2,3627112	12,162569	12,008235	11999,694
2,3719185	12,133989	11,978184	11999,694
2,3806299	12,013123	11,855917	11999,694
2,3891059	11,846501	11,687926	11999,694
2,3971529	11,783111	11,623227	11999,694
2,4048214	11,690523	11,529387	11999,694
2,412199	11,442581	11,280235	11999,694
2,4191254	11,52566	11,362171	11999,694
2,4256642	11,767781	11,603209	11999,694
2,432083	11,294538	11,1289	11999,694
2,4381667	11,117531	10,950877	11999,694
2,444036	10,818845	10,651208	11999,694
2,4495609	10,385394	10,216828	11999,694
2,4550901	10,107664	9,9381649	11999,694
2,4603713	10,343028	10,172635	11999,694
2,465293	9,8577399	9,6865115	11999,694
2,4700187	9,809978	9,6379449	11999,694
2,4745151	9,6097823	9,4369814	11999,694
2,4788009	9,5240102	9,3504755	11999,694
2,4828132	9,2220814	9,0478579	11999,694
2,4866113	9,4684873	9,2936103	11999,694
2,4902399	8,9554761	8,7799734	11999,694
2,4936909	8,8551065	8,6790073	11999,694
2,4969047	8,6757308	8,4990752	11999,694
2,4999303	8,5706717	8,3934913	11999,694
2,5030073	7,7315943	7,553879	11999,694
2,5060615	7,3393719	7,1611249	11999,694
2,5087863	6,8160824	6,6373601	11999,694
2,511504	6,4173253	6,2381282	11999,694
2,5140063	6,4802306	6,3005957	11999,694
2,5164972	6,5922398	6,4121685	11999,694
2,5185338	6,5171156	6,3366869	11999,694
2,520571	5,9214485	5,740662	11999,694
2,5224852	5,5717544	5,3906313	11999,694
2,5244667	4,4685587	4,2870867	11999,694
2,5263133	4,141164	3,9593665	11999,694
2,5280486	3,5836392	3,4015355	11999,694
2,5298001	3,3119198	3,1295067	11999,694
2,53135	2,8884069	2,7057198	11999,694
2,5327558	2,8204327	2,6374968	11999,694
2,5340909	1,8233261	1,6401538	11999,694
2,5353246	1,3740672	1,1906763	11999,694
2,5365614	0,68030833	0,49669803	11999,694
0,75078032	16,994494	16,953275	13999,754
0,79714593	19,113294	19,072829	13999,754
0,83788654	21,172188	21,132199	13999,754
0,87430508	23,244971	23,205259	13999,754
0,90718714	25,328774	25,28919	13999,754
0,9371175	27,452592	27,413025	13999,754
0,96433848	29,745566	29,705932	13999,754
0,98918208	32,182321	32,142555	13999,754
1,0123746	34,291049	34,2511	13999,754
1,0343192	35,748212	35,708037	13999,754
1,0553013	36,425203	36,384762	13999,754
1,0755718	36,446563	36,40582	13999,754
1,0955389	36,364712	36,323628	13999,754
1,1153739	36,685843	36,644377	13999,754
1,1348348	37,137087	37,095205	13999,754
1,1538733	37,624395	37,582064	13999,754
1,1724895	38,142704	38,099897	13999,754
1,1906651	38,774052	38,730742	13999,754
1,2083668	39,431378	39,387544	13999,754
1,2255436	40,256717	40,212342	13999,754
1,2422563	41,134299	41,089365	13999,754
1,258377	42,285456	42,239954	13999,754
1,2738305	43,773423	43,727349	13999,754
1,2889322	44,737694	44,691035	13999,754
1,3043701	43,37347	43,326186	13999,754
1,3205193	40,210176	40,162211	13999,754
1,3375494	36,230527	36,181812	13999,754
1,3558226	32,595944	32,546388	13999,754
1,3754564	30,182595	30,132093	13999,754
1,3963962	28,699983	28,648424	13999,754
1,4180449	27,564654	27,51195	13999,754
1,4402068	26,627869	26,573938	13999,754
1,4627618	25,84132	25,786082	13999,754
1,4856052	25,053479	24,996859	13999,754
1,5087733	24,389631	24,331547	13999,754
1,5321124	23,748114	23,688495	13999,754
1,555591	23,171854	23,110626	13999,754
1,5792203	22,608176	22,545265	13999,754
1,6029615	22,089186	22,024519	13999,754
1,6266931	21,61823	21,551742	13999,754
1,6504093	21,176264	21,107892	13999,754
1,6741145	20,737066	20,666746	13999,754
1,6978227	20,308679	20,236347	13999,754
1,7214162	19,885654	19,811256	13999,754
1,7448698	19,47515	19,398636	13999,754
1,7681356	19,167205	19,08853	13999,754
1,791314	18,826671	18,745782	13999,754
1,8142326	18,531877	18,44874	13999,754
1,836897	18,202451	18,117032	13999,754
1,8592415	17,920336	17,832611	13999,754
1,8813338	17,615306	17,525246	13999,754
1,9032241	17,352348	17,259921	13999,754
1,9246042	17,121879	17,027088	13999,754
1,9456694	16,909872	16,812704	13999,754
1,9663933	16,633568	16,534012	13999,754
1,9867717	16,418695	16,316745	13999,754
2,00669	16,204273	16,099938	13999,754
2,026187	15,922657	15,815946	13999,754
2,045287	15,783262	15,674183	13999,754
2,0640843	15,542181	15,430733	13999,754
2,0823133	15,341853	15,228071	13999,754
2,1000204	15,220488	15,104403	13999,754
2,1173844	15,039852	14,921477	13999,754
2,1342026	14,880478	14,759852	13999,754
2,1506739	14,746835	14,623976	13999,754
2,1666005	14,446849	14,321803	13999,754
2,1821185	14,233004	14,105801	13999,754
2,1972271	14,148487	14,019158	13999,754
2,2116859	14,091107	13,959721	13999,754
2,2257842	14,027093	13,89368	13999,754
2,2393432	13,952663	13,81728	13999,754
2,2523679	13,811931	13,674637	13999,754
2,2649326	13,663376	13,524222	13999,754
2,2771384	13,432681	13,291705	13999,754
2,2889405	13,366548	13,223793	13999,754
2,300224	13,264482	13,120014	13999,754
2,3109954	13,299682	13,153566	13999,754
2,3215089	13,13299	12,985253	13999,754
2,331775	12,819987	12,670656	13999,754
2,3415717	12,475902	12,32504	13999,754
2,3511287	12,134161	11,981795	13999,754
2,3602442	12,043337	11,889529	13999,754
2,3691838	12,119374	11,964141	13999,754
2,3775192	12,294552	12,137984	13999,754
2,3854498	12,179845	12,022	13999,754
2,3929485	12,24925	12,090191	13999,754
2,4001438	11,944478	11,78425	13999,754
2,4072368	11,61546	11,454074	13999,754
2,413862	11,369733	11,207259	13999,754
2,4202694	11,39898	11,235451	13999,754
2,4262797	11,368568	11,204045	13999,754
2,4322722	11,287493	11,121975	13999,754
2,4378875	11,105015	10,938561	13999,754
2,4432379	10,52663	10,359282	13999,754
2,4484791	10,136429	9,9682012	13999,754
2,4535212	9,9586606	9,7895845	13999,754
2,4583005	10,183907	10,014024	13999,754
2,4626042	10,482345	10,311733	13999,754
2,4669424	10,241898	10,070551	13999,754
2,4708544	10,162618	9,990605	13999,754
2,4744988	10,013584	9,8409491	13999,754
2,4780074	9,6345779	9,4613437	13999,754
2,4815102	9,1731522	8,9993181	13999,754
2,4848738	9,3770251	9,2026138	13999,754
2,488002	8,5138247	8,3388755	13999,754
2,4910945	8,1213124	7,9458304	13999,754
2,49414	7,8238262	7,6478186	13999,754
2,4969805	7,6764187	7,49992	13999,754
2,4996286	7,3314231	7,1544658	13999,754
2,5023467	7,0705226	6,8930939	13999,754
2,5048276	6,5099509	6,3320912	13999,754
2,5070244	6,6482522	6,4700103	13999,754
2,5091306	6,4196058	6,240997	13999,754
2,5112429	6,0653036	5,8863264	13999,754
2,5132222	5,7450137	5,565691	13999,754
2,5149507	5,3250673	5,1454424	13999,754
2,5165518	4,7366592	4,5567541	13999,754
2,5182852	4,5101309	4,3299222	13999,754
2,5198372	4,2461511	4,0656703	13999,754
2,521374	3,3514748	3,1707244	13999,754
2,5227828	2,7529739	2,571976	13999,754
2,5241859	2,2244645	2,04322	13999,754
2,525528	1,7201697	1,5386891	13999,754
0,75076267	17,309395	17,268109	15999,685
0,79601858	19,336589	19,296041	15999,685
0,83613793	21,225329	21,185257	15999,685
0,87239392	23,02764	22,98785	15999,685
0,90551723	24,746317	24,706665	15999,685
0,93593988	26,512672	26,473042	15999,685
0,96351526	28,800727	28,761033	15999,685
0,98900074	31,164049	31,124222	15999,685
1,0129449	33,122397	33,082382	15999,685
1,0355993	34,371407	34,331156	15999,685
1,0572153	34,70776	34,667234	15999,685
1,0780855	34,436549	34,395708	15999,685
1,0989176	34,719049	34,677846	15999,685
1,1194042	35,290716	35,249111	15999,685
1,1393413	35,91803	35,87599	15999,685
1,1587437	36,593248	36,550743	15999,685
1,1776216	37,236069	37,193071	15999,685
1,1959531	38,012476	37,968962	15999,685
1,2136997	38,885107	38,841059	15999,685
1,2309061	39,782001	39,737401	15999,685
1,2475259	40,86921	40,824046	15999,685
1,2635356	42,1359	42,090164	15999,685
1,2788465	43,603639	43,557328	15999,685
1,2935988	45,073467	45,026578	15999,685
1,3085285	44,528608	44,48111	15999,685
1,3240711	41,501677	41,453518	15999,685
1,3404487	37,559814	37,510929	15999,685
1,3579171	33,746043	33,69635	15999,685
1,3767185	30,887134	30,836533	15999,685
1,3969087	29,247169	29,195549	15999,685
1,4178969	28,113448	28,06072	15999,685
1,4393391	27,135729	27,081816	15999,685
1,4612478	26,285225	26,230049	15999,685
1,4834449	25,548871	25,492359	15999,685
1,5058919	24,852695	24,794773	15999,685
1,5285802	24,168762	24,109358	15999,685
1,5513858	23,600539	23,539585	15999,685
1,5743592	23,055166	22,99259	15999,685
1,5973354	22,558516	22,494257	15999,685
1,6204152	22,072192	22,006182	15999,685
1,643523	21,589533	21,521707	15999,685
1,6665448	21,121607	21,051912	15999,685
1,6895768	20,711348	20,639722	15999,685
1,7125008	20,291118	20,217511	15999,685
1,735378	19,926662	19,851017	15999,685
1,7580182	19,609753	19,532034	15999,685
1,780469	19,276348	19,196515	15999,685
1,802808	18,92762	18,845627	15999,685
1,8248827	18,617409	18,533226	15999,685
1,8466648	18,343842	18,257445	15999,685
1,8681665	18,042793	17,954158	15999,685
1,8894437	17,791934	17,701034	15999,685
1,9103775	17,572337	17,47916	15999,685
1,9309243	17,297957	17,202497	15999,685
1,9511311	17,057799	16,960048	15999,685
1,9710537	16,814615	16,714561	15999,685
1,9905083	16,636091	16,533747	15999,685
2,0096068	16,401913	16,297281	15999,685
2,0283264	16,194063	16,087148	15999,685
2,0466192	15,994071	15,884888	15999,685
2,0645691	15,770101	15,658658	15999,685
2,0819516	15,599405	15,485739	15999,685
2,099017	15,460792	15,344913	15999,685
2,1156154	15,278947	15,160884	15999,685
2,1318322	15,056995	14,93677	15999,685
2,1476103	14,875758	14,753402	15999,685
2,16291	14,633076	14,508628	15999,685
2,1778208	14,549514	14,423004	15999,685
2,1921121	14,586799	14,458289	15999,685
2,2060466	14,492534	14,362054	15999,685
2,2195534	14,264284	14,131874	15999,685
2,2326063	14,071172	13,936878	15999,685
2,2451397	13,908489	13,77237	15999,685
2,2573518	13,698039	13,560125	15999,685
2,269272	13,68415	13,544468	15999,685
2,2807704	13,496185	13,354784	15999,685
2,2916799	13,388303	13,245258	15999,685
2,302328	13,16256	13,017898	15999,685
2,3126597	13,056523	12,91028	15999,685
2,3225625	12,901289	12,753522	15999,685
2,3321164	12,796291	12,647043	15999,685
2,3411709	12,660102	12,509441	15999,685
2,3501496	12,49454	12,34247	15999,685
2,3584539	12,566399	12,413017	15999,685
2,366472	12,522408	12,367754	15999,685
2,3743653	12,127874	11,97196	15999,685
2,381752	12,064922	11,907824	15999,685
2,3888687	12,109479	11,951234	15999,685
2,3956784	11,603899	11,444553	15999,685
2,4023518	11,646041	11,48561	15999,685
2,4086248	11,805679	11,644223	15999,685
2,4144162	11,51879	11,356386	15999,685
2,4202729	11,254755	11,091387	15999,685
2,4259041	11,083891	10,919593	15999,685
2,4312002	10,569863	10,404688	15999,685
2,4362096	10,485932	10,319926	15999,685
2,4411082	10,504496	10,337673	15999,685
2,445856	10,505278	10,337661	15999,685
2,4503329	10,104795	9,9364275	15999,685
2,4544921	9,9982002	9,8291337	15999,685
2,4583871	9,7784765	9,6087537	15999,685
2,4624722	9,2866055	9,1161925	15999,685
2,4661969	9,2401793	9,0691357	15999,685
2,4697677	8,9327025	8,7610528	15999,685
2,4730639	8,5864047	8,4141945	15999,685
2,4763577	8,4593801	8,2866086	15999,685
2,4795071	8,6048373	8,4315281	15999,685
2,4823559	7,8766158	7,7028194	15999,685
2,4851224	7,8437974	7,6695269	15999,685
2,48778	7,3609672	7,1862406	15999,685
2,4903343	7,1011696	6,926004	15999,685
2,4928285	6,5349043	6,3593094	15999,685
2,4952075	6,196162	6,0201569	15999,685
2,4974471	5,5984599	5,4220681	15999,685
2,499581	5,5856344	5,4088738	15999,685
2,5016209	5,1288745	4,9517608	15999,685
2,5036136	4,7364856	4,5590267	15999,685
2,5053356	4,4016779	4,2239202	15999,685
2,5070178	4,016005	3,8379552	15999,685
2,508454	3,7690529	3,5907535	15999,685
2,5101902	2,9311076	2,7525061	15999,685
2,511735	2,161757	1,9828866	15999,685
2,5132167	1,4558129	1,2766842	15999,685
0,76508705	17,134775	17,093682	17998,889
0,81236767	19,197193	19,156824	17998,889
0,85417296	21,134805	21,094878	17998,889
0,89154141	23,111808	23,072118	17998,889
0,92531768	25,189077	25,149474	17998,889
0,95643157	27,113827	27,074194	17998,889
0,98533731	28,744602	28,704848	17998,889
1,0124347	29,964861	29,92491	17998,889
1,0380417	30,76367	30,72346	17998,889
1,0626998	31,466628	31,426101	17998,889
1,0866552	32,321479	32,28058	17998,889
1,1097186	33,130683	33,089366	17998,889
1,1319832	33,917622	33,875846	17998,889
1,1534965	34,706618	34,664346	17998,889
1,174273	35,642091	35,599292	17998,889
1,1943265	36,614758	36,571405	17998,889
1,2136478	37,607424	37,563495	17998,889
1,2322211	38,777112	38,73259	17998,889
