Temperature (K)	HCTotal (uJ/K)	HCSample (µJ/K)	Field (Oe)
2,124289	10,808698	10,694158	63996,547
2,1257987	10,152205	10,037483	63996,547
2,1272389	10,470387	10,355491	63996,547
2,1286501	9,8724382	9,7573709	63996,547
2,1298739	10,641502	10,526287	63996,547
2,1311977	10,498131	10,382754	63996,547
2,1324301	10,1202	10,004674	63996,547
2,1336237	9,0867424	8,9710706	63996,547
2,1347995	9,0862083	8,9703933	63996,547
2,1359057	8,1428643	8,0269144	63996,547
2,1370434	9,2291627	9,113074	63996,547
2,138061	9,1177653	9,0015522	63996,547
2,139052	8,9869732	8,870639	63996,547
2,1399303	8,7040962	8,5876545	63996,547
2,1408164	8,7303002	8,6137501	63996,547
2,1417828	6,867486	6,7508175	63996,547
2,1426308	7,4091294	7,2923569	63996,547
2,1433359	8,2842662	8,1674073	63996,547
2,1440366	8,515691	8,398746	63996,547
2,1447998	8,1990979	8,0820593	63996,547
2,1454914	8,5780897	8,460966	63996,547
2,1460456	6,0578547	5,940663	63996,547
2,1467532	5,3099118	5,1926331	63996,547
2,1474643	5,5119542	5,394588	63996,547
2,1481123	5,7014308	5,5839848	63996,547
2,1486151	5,97267	5,855162	63996,547
2,1492219	5,6989644	5,5813817	63996,547
2,1497077	5,2808909	5,1632483	63996,547
2,1501872	4,4244197	4,306718	63996,547
2,1506384	4,2164734	4,098716	63996,547
2,151154	3,2717494	3,1539284	63996,547
2,1517215	2,8622742	2,7443832	63996,547
2,1521293	2,5034998	2,3855585	63996,547
2,1525565	2,3045468	2,1865527	63996,547
2,1529521	1,9222807	1,8042377	63996,547
0,85848449	7,9773834	7,9366984	65997,344
0,92522649	8,39476	8,3542143	65997,344
0,98696941	8,7821146	8,7413078	65997,344
1,0443868	9,1546877	9,1132984	65997,344
1,0979874	9,4992777	9,4570465	65997,344
1,1481185	9,8244688	9,7811877	65997,344
1,1952034	10,117132	10,072632	65997,344
1,239545	10,378115	10,332259	65997,344
1,2814386	10,61401	10,566687	65997,344
1,3211051	10,841096	10,792215	65997,344
1,3586751	11,048072	10,997566	65997,344
1,3944499	11,237035	11,184842	65997,344
1,4284509	11,417091	11,363171	65997,344
1,4608531	11,572656	11,516975	65997,344
1,4917506	11,711953	11,654488	65997,344
1,5212301	11,858321	11,799062	65997,344
1,5494357	12,001503	11,94044	65997,344
1,5763874	12,108866	12,046003	65997,344
1,6022232	12,207882	12,143221	65997,344
1,6269382	12,297178	12,230732	65997,344
1,6505923	12,390277	12,322064	65997,344
1,6732873	12,503709	12,433747	65997,344
1,6950098	12,622528	12,550841	65997,344
1,7158407	12,709642	12,636256	65997,344
1,7358192	12,761736	12,686679	65997,344
1,7550061	12,798748	12,722047	65997,344
1,7734382	12,848272	12,769957	65997,344
1,7910661	12,952806	12,872915	65997,344
1,8080373	13,048995	12,967558	65997,344
1,8243185	13,123802	13,040853	65997,344
1,8399396	13,167693	13,08327	65997,344
1,8548854	13,222347	13,136489	65997,344
1,8693764	13,136146	13,048877	65997,344
1,8833364	13,170604	13,081955	65997,344
1,8967637	13,17236	13,082364	65997,344
1,9096471	13,213147	13,121844	65997,344
1,922065	13,234508	13,141928	65997,344
1,934004	13,399498	13,305677	65997,344
1,9452875	13,497909	13,402902	65997,344
1,9562235	13,556248	13,460079	65997,344
1,9666751	13,593111	13,495821	65997,344
1,976783	13,57623	13,477845	65997,344
1,9864713	13,482562	13,383119	65997,344
1,9957555	13,538426	13,437959	65997,344
2,0047393	13,684195	13,582731	65997,344
2,01336	13,680263	13,577833	65997,344
2,0216518	13,756009	13,652644	65997,344
2,0295826	13,733121	13,628855	65997,344
2,0371646	13,709948	13,604815	65997,344
2,0444955	13,838472	13,732496	65997,344
2,0515831	13,878604	13,771807	65997,344
2,0583714	13,803098	13,695511	65997,344
2,0649082	13,775429	13,667076	65997,344
2,0712166	13,668823	13,559729	65997,344
2,0772055	13,864854	13,755051	65997,344
2,083119	13,819819	13,709313	65997,344
2,0887747	13,72132	13,610139	65997,344
2,0941458	13,756047	13,644221	65997,344
2,0993055	13,850193	13,737746	65997,344
2,1042781	13,745093	13,632044	65997,344
2,109139	14,066966	13,953327	65997,344
2,1137046	13,981011	13,866816	65997,344
2,1180004	14,079579	13,964858	65997,344
2,1221895	14,236021	14,120786	65997,344
2,1263258	14,08038	13,964636	65997,344
2,1301393	14,207643	14,091428	65997,344
2,1338749	14,161501	14,044823	65997,344
2,1374178	14,067907	13,950789	65997,344
2,1408967	14,299191	14,18164	65997,344
2,1442987	14,223604	14,105628	65997,344
2,1473907	14,044506	13,926143	65997,344
2,1505444	14,053501	13,934742	65997,344
2,1535598	13,781422	13,662284	65997,344
2,1565931	13,276348	13,156827	65997,344
2,159408	13,552716	13,432839	65997,344
2,1619648	13,978681	13,858481	65997,344
2,1645779	14,458185	14,337653	65997,344
2,1669893	14,931103	14,810265	65997,344
2,1692295	15,471217	15,350094	65997,344
2,1713929	14,140789	14,01939	65997,344
2,1735907	13,529251	13,407571	65997,344
2,1757855	13,584572	13,462612	65997,344
2,1778772	13,015246	12,893017	65997,344
2,1798173	13,587803	13,465326	65997,344
2,18175	14,619548	14,496822	65997,344
2,1835919	14,092284	13,969321	65997,344
2,1852874	14,19227	14,069088	65997,344
2,1870398	13,396654	13,273247	65997,344
2,1885982	12,950764	12,827155	65997,344
2,1901728	13,797451	13,673639	65997,344
2,1916619	14,883964	14,759959	65997,344
2,1929846	15,000248	14,876071	65997,344
2,1943992	15,010076	14,885715	65997,344
2,1955891	14,182703	14,058188	65997,344
2,196815	13,8435	13,718825	65997,344
2,1980188	14,006855	13,882024	65997,344
2,1991422	14,818762	14,693784	65997,344
2,200254	15,438396	15,313274	65997,344
2,201224	15,13824	15,012992	65997,344
2,2023004	14,013547	13,888158	65997,344
2,2032402	14,089174	13,963662	65997,344
2,2042323	13,140908	13,015267	65997,344
2,2052031	13,362151	13,236382	65997,344
2,2061635	12,850892	12,724998	65997,344
2,2070928	13,471135	13,34512	65997,344
2,2078566	13,43673	13,310614	65997,344
2,2087103	14,399714	14,273486	65997,344
2,2093198	16,963882	16,837574	65997,344
2,2100163	17,410771	17,284372	65997,344
2,2105686	17,741894	17,615422	65997,344
2,2111467	16,60368	16,477132	65997,344
2,2118168	14,142069	14,015434	65997,344
2,2123667	12,697764	12,571056	65997,344
2,2130838	12,874479	12,747677	65997,344
2,2136736	12,128013	12,001133	65997,344
2,2142927	13,428927	13,301965	65997,344
2,2148037	16,600493	16,473464	65997,344
2,2152569	15,693941	15,566853	65997,344
2,2157202	17,996325	17,869175	65997,344
2,216151	15,729376	15,60217	65997,344
2,216588	13,754771	13,627507	65997,344
2,2170399	12,129638	12,002315	65997,344
2,2173984	16,603678	16,476306	65997,344
0,84656051	7,7378403	7,6968767	67998,906
0,91054718	8,1929852	8,1522352	67998,906
0,96938421	8,5939882	8,5530849	67998,906
1,02399	8,9656564	8,9243081	67998,906
1,0748705	9,3093022	9,267275	67998,906
1,1224973	9,6284476	9,5855517	67998,906
1,1671982	9,9165756	9,8726577	67998,906
1,2093079	10,178625	10,13356	67998,906
1,2490924	10,418177	10,371864	67998,906
1,2867668	10,634466	10,58682	67998,906
1,3225208	10,835067	10,786023	67998,906
1,3564991	11,021874	10,971378	67998,906
1,388845	11,195176	11,143187	67998,906
1,4196699	11,357743	11,30423	67998,906
1,4490499	11,518996	11,463937	67998,906
1,4771102	11,660021	11,603403	67998,906
1,5039239	11,78986	11,731675	67998,906
1,5295664	11,914247	11,854494	67998,906
1,5540877	12,031713	11,970398	67998,906
1,5776427	12,100819	12,037945	67998,906
1,6002428	12,181811	12,117388	67998,906
1,6218582	12,27824	12,212286	67998,906
1,6426517	12,342344	12,274874	67998,906
1,6625163	12,472186	12,403226	67998,906
1,6816899	12,55654	12,486104	67998,906
1,7000662	12,575652	12,503768	67998,906
1,7177293	12,587817	12,514508	67998,906
1,7346415	12,710676	12,635974	67998,906
1,7508608	12,763254	12,68719	67998,906
1,7665455	12,896567	12,819159	67998,906
1,781515	12,978061	12,89935	67998,906
1,7958539	13,018475	12,938493	67998,906
1,8096006	13,030116	12,948897	67998,906
1,8229919	13,039713	12,957272	67998,906
1,8357829	13,084862	13,001236	67998,906
1,8480647	13,131816	13,047038	67998,906
1,8598838	13,187811	13,101911	67998,906
1,8713047	13,205134	13,118136	67998,906
1,8823173	13,24721	13,159141	67998,906
1,8928013	13,225374	13,136275	67998,906
1,9029553	13,24683	13,156723	67998,906
1,9128273	13,18325	13,092153	67998,906
1,9222961	13,230976	13,138921	67998,906
1,9313629	13,24857	13,15559	67998,906
1,9401058	13,237781	13,143901	67998,906
1,9485457	13,313541	13,218784	67998,906
1,9566618	13,409478	13,313874	67998,906
1,9644106	13,329292	13,232871	67998,906
1,9719143	13,317598	13,220381	67998,906
1,9791141	13,389182	13,291197	67998,906
1,985976	13,506682	13,407959	67998,906
1,9925826	13,616164	13,516728	67998,906
1,9989897	13,590322	13,490189	67998,906
2,005106	13,55473	13,453929	67998,906
2,0110549	13,326958	13,225503	67998,906
2,0167787	13,24366	13,141573	67998,906
2,0222621	13,451681	13,348985	67998,906
2,0277344	13,229706	13,1264	67998,906
2,0328894	13,156591	13,052708	67998,906
2,0378445	13,305339	13,200899	67998,906
2,0426631	13,007911	12,902927	67998,906
2,0471752	13,313688	13,208192	67998,906
2,051619	13,81304	13,707038	67998,906
2,0557256	13,628437	13,521967	67998,906
2,0597914	13,428397	13,32146	67998,906
2,0637031	13,508117	13,400731	67998,906
2,0672828	13,347028	13,239229	67998,906
2,071074	13,032708	12,924471	67998,906
2,074665	12,908187	12,799533	67998,906
2,0780799	12,946134	12,837082	67998,906
2,0813406	12,773148	12,663717	67998,906
2,0844527	13,070054	12,960258	67998,906
2,0875382	13,746485	13,636327	67998,906
2,0903697	13,349976	13,239486	67998,906
2,0930599	13,388571	13,277764	67998,906
2,0956893	13,377916	13,266798	67998,906
2,0981887	13,224579	13,113166	67998,906
2,1006094	13,626775	13,515075	67998,906
2,103008	13,367052	13,255067	67998,906
2,1051618	13,39726	13,285018	67998,906
2,1073263	13,491575	13,379076	67998,906
2,1094299	13,178942	13,066192	67998,906
2,1114612	12,911761	12,798768	67998,906
2,1134594	13,036354	12,923122	67998,906
2,1152375	12,898151	12,784705	67998,906
2,1171399	12,827046	12,713372	67998,906
2,1189721	12,559726	12,445832	67998,906
2,1206386	12,590662	12,476567	67998,906
2,1222342	12,680884	12,566596	67998,906
2,1238579	12,169981	12,055497	67998,906
2,1254312	12,741965	12,627291	67998,906
2,1269245	12,185827	12,070973	67998,906
2,1282716	12,033465	11,918447	67998,906
2,1294916	13,67194	13,556774	67998,906
2,130748	14,595415	14,480097	67998,906
2,1319589	13,220574	13,105109	67998,906
2,1331525	12,684648	12,569038	67998,906
2,1342067	11,701291	11,585552	67998,906
2,1352852	11,183021	11,067151	67998,906
2,1364618	12,200436	12,084422	67998,906
2,1374724	13,444026	13,327889	67998,906
2,1383858	12,998809	12,882561	67998,906
2,139252	12,92709	12,810736	67998,906
2,1401501	12,498945	12,382481	67998,906
2,1410899	11,068213	10,951634	67998,906
2,1420263	9,7408663	9,6241728	67998,906
2,1428902	10,227213	10,110413	67998,906
2,1435605	12,470705	12,353824	67998,906
2,1443947	12,794641	12,677657	67998,906
2,1451249	13,585739	13,468665	67998,906
2,1457453	12,607862	12,490712	67998,906
2,1463204	10,465035	10,347814	67998,906
2,1469911	9,3386068	9,2213039	67998,906
2,1477679	10,61385	10,496452	67998,906
2,1483783	9,6239144	9,5064409	67998,906
2,1489866	9,6495985	9,5320501	67998,906
2,149561	10,281529	10,163909	67998,906
2,1501088	10,810686	10,693	67998,906
2,1505429	12,156427	12,038687	67998,906
2,1510056	12,104908	11,987111	67998,906
2,1515117	9,4055576	9,2876979	67998,906
2,1519423	9,1438493	9,0259365	67998,906
2,1523864	8,8404512	8,7224836	67998,906
0,86371238	7,5320788	7,4914082	69998,234
0,92989631	8,0836585	8,043066	69998,234
0,9898894	8,5428366	8,5019484	69998,234
1,0450733	8,9596938	8,9182229	69998,234
1,096242	9,3322711	9,2899914	69998,234
1,1439398	9,6719796	9,6287116	69998,234
1,1885999	9,9794688	9,9350688	69998,234
1,2305436	10,263756	10,21811	69998,234
1,2701027	10,516607	10,469621	69998,234
1,3075812	10,741951	10,693549	69998,234
1,3430451	10,954595	10,90472	69998,234
1,3767167	11,151696	11,100302	69998,234
1,4087604	11,326385	11,273436	69998,234
1,4393465	11,489303	11,43477	69998,234
1,4684812	11,651462	11,595329	69998,234
1,4962648	11,778669	11,720929	69998,234
1,5228716	11,904037	11,844683	69998,234
1,5483224	12,034723	11,973756	69998,234
1,5726778	12,151391	12,088819	69998,234
1,5959664	12,251384	12,18722	69998,234
1,6183191	12,356287	12,290543	69998,234
1,639777	12,434689	12,367382	69998,234
1,6603222	12,515099	12,44625	69998,234
1,6800262	12,611654	12,541286	69998,234
1,6989193	12,705551	12,633692	69998,234
1,7171122	12,77098	12,69765	69998,234
1,7345465	12,855931	12,78116	69998,234
1,7512878	12,883358	12,807175	69998,234
1,7673809	12,931027	12,85346	69998,234
1,782807	13,039091	12,960174	69998,234
1,7977233	13,082977	13,002732	69998,234
1,812023	13,088269	13,00673	69998,234
1,8257417	13,181866	13,099067	69998,234
1,8389518	13,186069	13,102039	69998,234
1,8516202	13,24829	13,163063	69998,234
1,8639225	13,309274	13,222871	69998,234
1,8756467	13,330921	13,243382	69998,234
1,8869342	13,316876	13,228231	69998,234
1,8979111	13,316869	13,227137	69998,234
1,9083652	13,349081	13,258303	69998,234
1,9184572	13,471005	13,379207	69998,234
1,9281155	13,502096	13,409312	69998,234
1,9374636	13,540777	13,447031	69998,234
1,9465024	13,492565	13,397879	69998,234
1,9550823	13,458341	13,362757	69998,234
1,9634251	13,464533	13,368069	69998,234
1,9714533	13,54573	13,448413	69998,234
1,9791947	13,602778	13,504632	69998,234
1,9866472	13,599118	13,500169	69998,234
1,9937692	13,496005	13,396283	69998,234
2,000662	13,569365	13,468891	69998,234
2,007258	13,629491	13,528292	69998,234
2,013629	13,720108	13,618206	69998,234
2,0196883	13,880502	13,777927	69998,234
2,0255723	13,77068	13,667448	69998,234
2,031177	13,761886	13,658026	69998,234
2,0366392	13,671017	13,566542	69998,234
2,0418816	13,679753	13,574685	69998,234
2,0469549	13,586643	13,480998	69998,234
2,0518594	13,752513	13,646308	69998,234
2,0565072	13,698054	13,591317	69998,234
2,0610174	13,854045	13,746788	69998,234
2,065294	13,913917	13,806167	69998,234
2,0695227	13,750412	13,642173	69998,234
2,0735624	13,508228	13,399519	69998,234
2,0775064	13,331289	13,22212	69998,234
2,0813333	13,134302	13,024685	69998,234
2,0850628	13,043182	12,933128	69998,234
2,0886146	13,439042	13,32857	69998,234
2,0919827	13,494298	13,383428	69998,234
2,0952948	13,354612	13,243351	69998,234
2,0983256	13,816043	13,704423	69998,234
2,101246	13,928794	13,816826	69998,234
2,1040233	13,876666	13,764367	69998,234
2,1068325	13,724145	13,61151	69998,234
2,1093743	14,12325	14,010311	69998,234
2,1117591	13,837304	13,72408	69998,234
2,1141998	14,103453	13,989936	69998,234
2,1165812	13,753632	13,639828	69998,234
2,1188648	13,5915	13,47742	69998,234
2,1210611	12,575283	12,460938	69998,234
2,1233351	12,313841	12,199221	69998,234
2,125435	12,754098	12,639223	69998,234
2,1275076	12,987485	12,872359	69998,234
2,1293992	13,254564	13,139208	69998,234
2,1311724	14,258154	14,142582	69998,234
2,1329216	13,671927	13,556142	69998,234
2,1345129	13,342549	13,22657	69998,234
2,1361527	13,399966	13,283787	69998,234
2,1376453	13,139408	13,023045	69998,234
2,1391736	12,706912	12,590363	69998,234
2,1406842	13,274577	13,157842	69998,234
2,1420854	12,363675	12,246768	69998,234
2,1434261	12,822872	12,7058	69998,234
2,1447093	12,881596	12,764366	69998,234
2,1460276	12,759702	12,64231	69998,234
2,147211	12,628032	12,510494	69998,234
2,148409	12,528758	12,411073	69998,234
2,1493726	13,22207	13,104266	69998,234
2,1505003	13,006386	12,888442	69998,234
2,1515643	12,885075	12,766999	69998,234
2,1525038	12,432813	12,314621	69998,234
2,1535095	11,613011	11,494695	69998,234
2,1544732	10,421241	10,302806	69998,234
2,1554866	11,602468	11,483907	69998,234
2,1563189	11,870734	11,752069	69998,234
2,157148	11,942187	11,823419	69998,234
2,1578447	15,156958	15,038103	69998,234
2,1585617	14,176177	14,057234	69998,234
2,1592666	11,842731	11,723699	69998,234
2,1600303	10,223196	10,10407	69998,234
2,160767	9,5628188	9,4436007	69998,234
2,1613704	9,8261557	9,7068624	69998,234
2,1621991	10,615734	10,496337	69998,234
2,162892	10,434889	10,315406	69998,234
2,1634848	10,618507	10,49895	69998,234
2,1640624	9,4487196	9,3290905	69998,234
2,1645003	10,997498	10,877815	69998,234
2,1650743	13,550086	13,43033	69998,234
2,1654706	14,171234	14,051429	69998,234
2,1659156	11,408162	11,288302	69998,234
2,1663688	10,259499	10,139581	69998,234
2,1667041	9,2341361	9,1141767	69998,234
0,87946367	7,1390334	7,0985942	71998,102
0,9471538	7,8124749	7,7719686	71998,102
1,0071663	8,3454348	8,3045009	71998,102
1,0617818	8,8065976	8,764971	71998,102
1,1120453	9,2170004	9,1744783	71998,102
1,1586606	9,5811592	9,5375838	71998,102
1,2021241	9,9059721	9,86122	71998,102
1,2428793	10,194927	10,1489	71998,102
1,2813027	10,453396	10,406014	71998,102
1,3175675	10,688433	10,639634	71998,102
1,3519103	10,902532	10,852269	71998,102
1,3845177	11,091929	11,040163	71998,102
1,4155245	11,278121	11,224824	71998,102
1,445023	11,463746	11,408901	71998,102
1,4731559	11,60904	11,552635	71998,102
1,5000203	11,749857	11,691886	71998,102
1,5256916	11,880189	11,820654	71998,102
1,5501962	12,00565	11,944558	71998,102
1,5736424	12,132983	12,070345	71998,102
1,5961511	12,251374	12,187199	71998,102
1,6176535	12,357958	12,292267	71998,102
1,638326	12,418826	12,351635	71998,102
1,6581405	12,47876	12,41009	71998,102
1,6771551	12,568298	12,498172	71998,102
1,6953797	12,695477	12,623922	71998,102
1,7128456	12,794349	12,721393	71998,102
1,7296762	12,883799	12,809465	71998,102
1,7457529	12,941102	12,865426	71998,102
1,7611963	12,988149	12,911159	71998,102
1,7760958	13,002576	12,924298	71998,102
1,790444	13,060902	12,981361	71998,102
1,8043211	13,051066	12,970285	71998,102
1,8175703	13,088755	13,006773	71998,102
1,8303558	13,14893	13,065773	71998,102
1,8426844	13,216305	13,132	71998,102
1,8544825	13,288036	13,202617	71998,102
1,8659244	13,299368	13,212858	71998,102
1,8767484	13,34984	13,262285	71998,102
1,8872647	13,416511	13,32793	71998,102
1,8974308	13,398132	13,308549	71998,102
1,9070931	13,501637	13,411093	71998,102
1,9164822	13,53716	13,445674	71998,102
1,925479	13,399455	13,307057	71998,102
1,9341659	13,552734	13,459449	71998,102
1,9425649	13,534886	13,440736	71998,102
1,9506121	13,404045	13,309061	71998,102
1,9583834	13,606609	13,510812	71998,102
1,9658072	13,691516	13,594939	71998,102
1,9729287	13,665738	13,568407	71998,102
1,9798337	13,839925	13,741858	71998,102
1,9864513	13,760079	13,661303	71998,102
1,992794	13,625409	13,525949	71998,102
1,9989598	13,679949	13,57982	71998,102
2,0048763	13,752312	13,651539	71998,102
2,0105756	13,750729	13,649332	71998,102
2,0160671	13,881049	13,779047	71998,102
2,0212864	13,930639	13,828061	71998,102
2,0263311	13,909401	13,806262	71998,102
2,0312237	13,848852	13,745167	71998,102
2,0359597	13,781391	13,677177	71998,102
2,0404656	13,770972	13,666251	71998,102
2,0449459	13,47072	13,365494	71998,102
2,0491811	13,651038	13,545333	71998,102
2,0532987	13,666189	13,560016	71998,102
2,0571516	13,974768	13,868156	71998,102
2,0608771	14,07766	13,970621	71998,102
2,0645857	14,021812	13,914349	71998,102
2,0679397	13,882442	13,774593	71998,102
2,0712869	13,990416	13,882181	71998,102
2,0745089	13,624608	13,516	71998,102
2,0777122	13,678725	13,569746	71998,102
2,0807957	13,599378	13,490041	71998,102
2,0836715	13,259497	13,149824	71998,102
2,0865822	13,260072	13,15006	71998,102
2,0893702	13,383321	13,272982	71998,102
2,0919726	13,576546	13,465902	71998,102
2,0944856	13,722516	13,611577	71998,102
2,0968774	13,777336	13,666115	71998,102
2,0991849	13,986061	13,874569	71998,102
2,1013244	14,150253	14,038508	71998,102
2,1034734	13,631748	13,519748	71998,102
2,1055775	13,413195	13,300946	71998,102
2,1075106	13,6807	13,568221	71998,102
2,1094793	13,209961	13,097248	71998,102
2,1113142	13,403042	13,29011	71998,102
2,1130792	14,340615	14,227473	71998,102
2,1147344	14,121033	14,007694	71998,102
2,1162378	14,467261	14,353742	71998,102
2,1178706	14,383755	14,27004	71998,102
2,1193421	13,28569	13,171799	71998,102
2,1208083	12,982367	12,8683	71998,102
2,1222452	13,274621	13,160381	71998,102
2,1236199	12,877554	12,763149	71998,102
2,1249622	14,26019	14,145623	71998,102
2,1261548	14,472561	14,357851	71998,102
2,1273832	13,429082	13,314224	71998,102
2,128639	12,304298	12,189288	71998,102
2,1298274	12,102142	11,986988	71998,102
2,1308852	12,212289	12,097008	71998,102
2,1320506	12,400054	12,284631	71998,102
2,1331487	13,327081	13,211525	71998,102
2,1341346	13,303522	13,187847	71998,102
2,1350667	12,162914	12,047125	71998,102
2,135924	12,667934	12,552042	71998,102
2,1367711	14,605894	14,489898	71998,102
2,1375477	14,485129	14,369039	71998,102
2,1382893	14,97278	14,8566	71998,102
2,1390562	13,566007	13,449734	71998,102
2,139861	10,528716	10,412344	71998,102
2,140717	9,5405052	9,4240293	71998,102
2,1414773	10,565848	10,44928	71998,102
2,1421545	11,924568	11,807917	71998,102
2,1428978	13,365529	13,248787	71998,102
2,1434828	16,132462	16,015649	71998,102
2,1439938	13,894399	13,777523	71998,102
2,144515	11,183568	11,066629	71998,102
2,145103	10,877383	10,760371	71998,102
2,1456783	11,542701	11,425619	71998,102
2,1461659	11,05776	10,940618	71998,102
2,1467545	11,156334	11,03912	71998,102
2,1472377	11,578135	11,460862	71998,102
2,1477005	10,805001	10,687672	71998,102
2,1481225	11,212741	11,09536	71998,102
0,91618517	6,8327841	6,7928382	73998,586
0,98939423	7,6478658	7,6075088	73998,586
1,0527279	8,2666293	8,2254988	73998,586
1,109535	8,7891835	8,7470259	73998,586
1,1613356	9,2460935	9,2027222	73998,586
1,2090402	9,6395113	9,5947866	73998,586
1,2533657	9,9789244	9,932738	73998,586
1,2948298	10,2839	10,236167	73998,586
1,3337557	10,550714	10,501371	73998,586
1,370437	10,795457	10,744455	73998,586
1,4050905	11,031575	10,978878	73998,586
1,4379477	11,242372	11,187954	73998,586
1,4691165	11,43546	11,379307	73998,586
1,4987556	11,606295	11,548398	73998,586
1,5269387	11,768343	11,708704	73998,586
1,5538442	11,905978	11,8446	73998,586
1,5795468	12,0485	11,985391	73998,586
1,6040667	12,176377	12,111555	73998,586
1,6275795	12,268261	12,201739	73998,586
1,6500476	12,36211	12,293911	73998,586
1,6717716	12,376038	12,306169	73998,586
1,6924472	12,469083	12,397581	73998,586
1,7122131	12,61449	12,541386	73998,586
1,7311448	12,798136	12,723462	73998,586
1,7492371	12,943329	12,867121	73998,586
1,7666833	13,046222	12,968504	73998,586
1,783227	13,002819	12,923641	73998,586
1,7992245	13,00857	12,927955	73998,586
1,8147302	12,985306	12,903274	73998,586
1,829607	13,060807	12,977393	73998,586
1,8439236	13,150869	13,066105	73998,586
1,8576091	13,202048	13,115975	73998,586
1,8707847	13,284246	13,196895	73998,586
1,8834882	13,339526	13,250927	73998,586
1,8955662	13,364135	13,274335	73998,586
1,9072225	13,44258	13,351607	73998,586
1,9184579	13,449413	13,357298	73998,586
1,9292027	13,54981	13,456591	73998,586
1,9395534	13,609177	13,514883	73998,586
1,949495	13,553011	13,457675	73998,586
1,9591406	13,516489	13,420134	73998,586
1,9683457	13,62033	13,522993	73998,586
1,9772075	13,569884	13,471595	73998,586
1,9857997	13,628628	13,529409	73998,586
1,9939657	13,803268	13,703158	73998,586
2,0017934	13,896603	13,795633	73998,586
2,0093549	13,757426	13,65562	73998,586
2,0166425	13,88253	13,779913	73998,586
2,0236336	13,818753	13,715352	73998,586
2,0303464	13,732016	13,62786	73998,586
2,0369795	13,618557	13,513649	73998,586
2,043284	13,7297	13,624074	73998,586
2,0493684	13,525883	13,419561	73998,586
2,0552539	13,616579	13,50958	73998,586
2,0608207	13,842741	13,735099	73998,586
2,0662561	13,948423	13,840149	73998,586
2,0713912	13,818611	13,709739	73998,586
2,0764907	13,701435	13,591966	73998,586
2,0813459	13,355264	13,245224	73998,586
2,0859163	13,550613	13,440034	73998,586
2,0904657	13,738604	13,627486	73998,586
2,0948152	13,707687	13,596052	73998,586
2,0989429	13,974799	13,862673	73998,586
2,1028751	13,830065	13,717468	73998,586
2,1065414	13,82257	13,709533	73998,586
2,1102986	13,972002	13,858513	73998,586
2,1137752	14,071911	13,958002	73998,586
2,1171392	13,7339	13,619585	73998,586
2,1204454	13,631332	13,516615	73998,586
2,1236114	13,30455	13,189449	73998,586
2,126705	13,636991	13,521513	73998,586
2,1296121	13,541317	13,425484	73998,586
2,1324828	13,709321	13,593136	73998,586
2,1351201	14,02232	13,905812	73998,586
2,1377152	13,90111	13,784283	73998,586
2,1402051	13,559571	13,442437	73998,586
2,1426874	13,274322	13,156882	73998,586
2,1451212	12,735086	12,617345	73998,586
2,1473868	12,628742	12,51072	73998,586
2,1495878	13,396262	13,277968	73998,586
2,1516834	13,68824	13,569685	73998,586
2,1537466	13,589396	13,470584	73998,586
2,1557414	13,048533	12,929473	73998,586
2,1575058	12,830175	12,710894	73998,586
2,1592995	12,772823	12,653318	73998,586
2,160981	13,999027	13,879312	73998,586
2,1626343	14,349818	14,229896	73998,586
2,1641991	13,835022	13,714903	73998,586
2,1656488	12,862447	12,742147	73998,586
2,167135	12,733337	12,61285	73998,586
2,168565	12,125747	12,00508	73998,586
2,1700356	12,626982	12,506129	73998,586
2,1714543	12,120381	11,99935	73998,586
2,1727417	12,035383	11,914189	73998,586
2,1739826	12,224783	12,103432	73998,586
2,1751344	13,128332	13,006835	73998,586
2,1762293	13,561152	13,439517	73998,586
2,1773095	13,779433	13,657661	73998,586
2,1782329	13,341159	13,21927	73998,586
2,179227	12,460432	12,338416	73998,586
2,1801782	11,856462	11,734326	73998,586
2,1811559	11,769795	11,647535	73998,586
2,1820782	11,726083	11,603705	73998,586
2,1830051	10,860877	10,738382	73998,586
2,183941	10,885104	10,76249	73998,586
2,1847423	11,067793	10,945076	73998,586
2,1854997	11,903663	11,78085	73998,586
2,1862827	11,603432	11,480519	73998,586
2,1869935	12,482184	12,359181	73998,586
2,1876769	11,209179	11,086088	73998,586
2,1884227	9,1120366	8,9888506	73998,586
2,1891684	8,4783781	8,3550967	73998,586
2,1898568	9,3322349	9,2088656	73998,586
2,1904259	10,132598	10,009156	73998,586
2,1910261	12,335076	12,211558	73998,586
2,1916864	10,585913	10,46231	73998,586
2,192079	10,842554	10,718901	73998,586
2,1925193	9,7348887	9,6111786	73998,586
2,1930169	9,3708502	9,2470763	73998,586
2,1934915	10,490998	10,367163	73998,586
2,1939483	12,014914	11,89102	73998,586
2,1942607	8,9096179	8,7856845	73998,586
2,1947273	9,241619	9,1176257	73998,586
0,93480353	6,3036787	6,2628277	75998,453
1,0092169	7,2121745	7,1709132	75998,453
1,0719087	7,8786593	7,8366285	75998,453
1,1274107	8,4353418	8,3923033	75998,453
1,1775874	8,9091354	8,8649192	75998,453
1,2235411	9,3155624	9,2700442	75998,453
1,2660631	9,6701265	9,6232116	75998,453
1,3056574	9,9851744	9,936792	75998,453
1,3427133	10,265409	10,215506	75998,453
1,3775213	10,536042	10,484581	75998,453
